frequency_MHz,experimental_normalized,reference_fit,final_adaptive_fit,adaptive_sampled_points
2906.5,1.0038955139789594,0.9993614578881185,0.9993619819791806,
2907.0,1.0011681240041732,0.9993790448165714,0.9993795531993803,
2907.5,0.9975858846149057,0.9993959143434814,0.9993964077060767,
2908.0,0.995573479699519,0.9994121049954361,0.9994125839865993,
2908.5,0.9951308263261318,0.9994276527453992,0.9994281179773951,
2909.0,0.9968231035216802,0.99944259121326,0.9994430432643524,
2909.5,0.9993702063743348,0.9994569518482377,0.9994573912650021,
2910.0,0.9999225223875655,0.999470764094997,0.999471191394447,
2910.5,1.0004748189501766,0.9994840555451139,0.9994844712166594,
2911.0,0.9996023625682502,0.9994968520753502,0.9994972565826045,
2911.5,0.9984449952283173,0.999509177974036,0.9995095717564816,
2912.0,1.0008517124998364,0.9995210560567124,0.9995214395312413,
2912.5,1.006392593147308,0.9995325077720663,0.9995328813344038,
2913.0,1.0089392135907287,0.9995435532990786,0.9995439173251017,
2913.5,1.0072119201416765,0.9995542116362076,0.9995545664831661,
2914.0,1.004060104523056,0.999564500683346,0.9995648466909958,
2914.5,1.001758463949179,0.9995744373172143,0.9995747748088682,
2915.0,0.9990365504681542,0.9995840374607825,0.9995843667442879,
2915.5,0.9947407685241544,0.999593316147257,0.9995936375159036,
2916.0,0.9940133501684031,0.9996022875791118,0.9996026013124778,
2916.5,0.9988390068715295,0.9996109651826002,0.999611271547339,
2917.0,1.0030993909337766,0.9996193616581347,0.9996196609087099,
2917.5,1.0035067196165914,0.999627489026894,0.9996277814062635,
2918.0,1.0024943216955375,0.9996353586739725,0.9996356444142284,
2918.5,0.9993384184386754,0.9996429813883644,0.9996432607113304,0.9993384184386754
2919.0,0.9950478304521161,0.9996503674000459,0.9996506405178354,
2919.5,0.9946006878932865,0.999657526414391,0.9996577935299306,
2920.0,0.9960074626676185,0.9996644676441411,0.9996647289516595,
